,make_year,mileage_kmpl,engine_cc,fuel_type,owner_count,price_usd,brand,transmission,color,service_history,accidents_reported,insurance_valid
307,2013,15.03,1000,Petrol,4,5793.77,Toyota,Manual,Silver,Full,0,Yes
308,2014,26.74,3000,Electric,5,13151.17,Hyundai,Automatic,Black,Full,1,Yes
309,2001,16.05,2500,Petrol,1,6804.34,Honda,Manual,Silver,None,0,Yes
310,2014,16.83,1200,Diesel,4,5843.69,Toyota,Manual,Black,Partial,1,No
311,2003,31.19,1500,Petrol,5,5627.02,Toyota,Automatic,Gray,Full,1,Yes
312,1995,17.19,2500,Petrol,2,5392.91,Hyundai,Automatic,Red,Full,0,Yes
313,2002,11.13,1500,Petrol,1,4565.23,BMW,Automatic,Red,Full,0,Yes
314,2001,19.41,4000,Diesel,5,6246.07,Hyundai,Manual,Silver,Partial,1,Yes
315,2012,17.14,2500,Petrol,5,5845.1,Kia,Manual,Silver,Partial,0,Yes
316,2002,19.84,800,Diesel,4,3376.86,Toyota,Automatic,Silver,None,0,No
317,1995,17.33,800,Petrol,5,2862.5,Honda,Manual,Blue,None,2,Yes
318,2005,29.08,1500,Diesel,3,6732.29,Honda,Manual,White,Full,0,Yes
319,2022,20.78,4000,Diesel,5,11832.04,Hyundai,Manual,Blue,None,0,Yes
320,2019,12.63,1500,Diesel,1,5772.35,Nissan,Manual,Blue,None,0,Yes
321,2019,18.62,1800,Diesel,5,8047.7,Volkswagen,Automatic,Red,Partial,0,No
322,2012,14.0,800,Petrol,2,5737.28,Chevrolet,Manual,Gray,Full,0,Yes
323,2017,16.76,1000,Petrol,3,7000.67,Nissan,Manual,Red,Full,0,Yes
324,2004,13.45,1500,Petrol,1,3420.68,BMW,Manual,Silver,Full,0,No
325,1997,28.54,1500,Electric,1,8730.06,Hyundai,Manual,Red,Full,1,Yes
326,2001,14.54,5000,Diesel,4,7746.61,Chevrolet,Manual,Silver,None,1,Yes
327,2022,21.44,2000,Diesel,4,8982.92,Nissan,Automatic,Gray,None,0,Yes
328,2010,16.38,2000,Diesel,3,6875.71,Volkswagen,Automatic,Gray,Partial,2,No
329,2020,12.21,3000,Electric,1,13799.51,Nissan,Automatic,Blue,Partial,0,No
330,2010,18.99,4000,Diesel,2,9799.57,Chevrolet,Automatic,White,Full,1,No
331,2019,20.0,800,Diesel,5,6170.91,Honda,Automatic,Red,Partial,0,Yes
332,2014,20.79,800,Diesel,5,4698.26,BMW,Automatic,Blue,Partial,0,Yes
333,2022,5.0,2000,Diesel,5,6973.21,Nissan,Manual,Gray,Full,0,Yes
334,2011,11.83,1500,Diesel,4,5407.93,BMW,Manual,Silver,Partial,1,Yes
335,1996,22.79,1500,Diesel,1,4558.78,Volkswagen,Automatic,Red,Full,0,Yes
336,1995,13.38,800,Diesel,1,3244.58,Tesla,Automatic,Gray,Full,0,Yes
337,2010,19.01,4000,Petrol,2,8797.33,Kia,Manual,White,Partial,0,Yes
338,2006,11.71,1200,Diesel,4,4699.05,Tesla,Automatic,Red,Partial,0,Yes
339,1999,21.66,1800,Diesel,2,6213.96,Chevrolet,Manual,Silver,Partial,0,Yes
340,1999,22.66,5000,Petrol,1,11672.95,Tesla,Automatic,Blue,Partial,1,No
341,2021,21.66,800,Petrol,5,6767.8,Chevrolet,Automatic,Gray,Full,0,Yes
342,2017,23.16,3000,Diesel,4,9450.66,Honda,Automatic,Blue,None,0,No
343,2003,25.82,1200,Diesel,4,3289.32,Kia,Manual,White,Partial,1,Yes
344,2003,12.13,800,Petrol,4,3470.5,BMW,Automatic,White,None,0,Yes
345,1997,14.06,5000,Petrol,5,6900.79,BMW,Automatic,Blue,None,0,No
346,2013,22.49,2000,Diesel,4,6228.83,Nissan,Automatic,Black,Full,0,Yes
347,2010,23.65,800,Petrol,3,6190.33,Kia,Manual,Blue,None,0,Yes
348,2010,14.63,1200,Petrol,4,3932.02,Tesla,Manual,Silver,None,1,No
349,1997,14.28,1800,Diesel,5,3031.19,Hyundai,Manual,Red,Full,1,Yes
350,2014,14.74,1500,Diesel,4,6245.4,Ford,Manual,Black,Full,0,No
351,2018,9.97,2500,Electric,3,11243.45,Toyota,Manual,Blue,None,1,Yes
352,2016,11.64,2000,Petrol,3,7798.33,Hyundai,Manual,Red,Full,0,Yes
353,2018,11.76,1200,Petrol,4,4761.54,Ford,Manual,Gray,None,0,Yes
354,1995,16.53,3000,Petrol,1,6329.7,Ford,Automatic,White,Full,0,Yes
355,2018,19.35,3000,Petrol,1,10773.75,BMW,Manual,Gray,Partial,0,Yes
356,2014,20.17,1000,Petrol,2,5134.6,Volkswagen,Manual,Blue,Partial,0,Yes
357,2005,15.46,2500,Diesel,3,5452.62,BMW,Manual,Black,None,0,Yes
358,2011,15.58,800,Petrol,1,4732.28,Hyundai,Automatic,Silver,Partial,0,Yes
359,2002,18.62,1000,Electric,2,5334.5,Nissan,Manual,Red,Full,0,Yes
360,1998,10.52,3000,Petrol,1,5823.76,Hyundai,Manual,Gray,Full,1,Yes
361,2000,22.8,800,Diesel,4,3347.21,Toyota,Automatic,Red,Full,1,Yes
362,2002,24.43,1000,Electric,3,7791.9,Chevrolet,Automatic,Blue,Partial,0,Yes
363,2014,14.87,800,Petrol,1,5524.24,Honda,Manual,Silver,Full,0,Yes
364,1997,16.01,1800,Petrol,4,2711.71,Kia,Manual,Silver,Full,0,Yes
365,2010,24.22,2500,Diesel,2,8436.07,BMW,Manual,White,Partial,0,Yes
366,2019,17.38,2000,Diesel,4,6827.71,Hyundai,Manual,Blue,Full,0,Yes
367,1997,20.94,2000,Diesel,2,3102.34,Hyundai,Manual,Gray,None,0,No
368,2019,17.54,2000,Petrol,1,7989.7,BMW,Manual,Red,Full,0,Yes
369,2023,25.78,3000,Diesel,5,10251.05,Honda,Manual,White,Partial,3,Yes
370,2012,20.45,1800,Diesel,4,6344.29,Tesla,Manual,Red,None,1,Yes
371,2008,20.74,5000,Petrol,5,10279.56,Toyota,Automatic,Gray,None,1,Yes
372,2012,20.83,2500,Electric,3,11565.2,Volkswagen,Manual,White,Partial,1,Yes
373,1996,15.22,1200,Diesel,5,2199.49,Kia,Automatic,Gray,Full,3,Yes
374,2016,15.68,4000,Diesel,3,10269.67,BMW,Automatic,Blue,Partial,0,Yes
375,1997,21.85,5000,Diesel,1,10166.87,Kia,Automatic,Gray,None,1,Yes
376,2010,18.63,1200,Diesel,1,5752.19,Volkswagen,Manual,White,Full,0,Yes
377,2023,12.11,2000,Petrol,4,7365.77,Volkswagen,Manual,White,Full,0,No
378,2003,27.37,1200,Diesel,5,3410.03,Ford,Manual,Silver,Partial,0,Yes
379,1998,22.89,800,Diesel,3,4254.63,Tesla,Automatic,Gray,Partial,1,Yes
380,1995,18.19,800,Diesel,3,1580.08,Toyota,Manual,Silver,Full,0,Yes
381,1998,16.63,1200,Electric,5,6795.7,Volkswagen,Manual,Gray,Full,1,No
382,1995,18.99,1500,Petrol,1,4624.08,Chevrolet,Manual,Red,Full,0,Yes
383,2008,20.59,1000,Petrol,1,7210.96,Nissan,Manual,Silver,Full,0,No
384,2015,7.83,4000,Diesel,3,8016.6,Chevrolet,Automatic,Blue,None,0,Yes
385,2010,28.56,3000,Diesel,4,10473.18,Kia,Manual,Blue,Full,2,Yes
386,2014,14.05,1200,Petrol,1,5401.81,Toyota,Automatic,White,Full,0,Yes
387,2018,17.99,2500,Diesel,2,8955.0,Honda,Manual,Red,None,0,Yes
388,2002,18.17,1500,Petrol,3,3327.22,Ford,Manual,Blue,Full,2,Yes
389,2001,27.98,1800,Petrol,5,5129.22,Toyota,Manual,White,Full,1,Yes
390,1997,17.56,1500,Electric,5,5666.85,Hyundai,Automatic,Red,None,0,Yes
391,2011,25.94,4000,Petrol,3,8375.68,Hyundai,Automatic,Blue,Full,1,No
392,1995,20.03,2500,Electric,3,8448.92,Kia,Automatic,Black,None,1,Yes
393,2010,13.19,1500,Petrol,1,6753.16,Chevrolet,Manual,White,Partial,1,No
394,2006,18.67,3000,Petrol,3,6682.44,Nissan,Automatic,Blue,Full,0,Yes
395,2021,17.41,1000,Diesel,3,6354.68,Volkswagen,Manual,Black,Partial,0,Yes
396,2013,12.58,2500,Diesel,2,7387.87,Chevrolet,Manual,Gray,Partial,0,Yes
397,2016,19.79,800,Petrol,5,6527.82,Kia,Automatic,White,None,1,Yes
398,2017,18.11,3000,Petrol,1,10321.84,Volkswagen,Manual,Blue,Full,2,Yes
399,2016,20.78,2000,Diesel,4,6747.2,Honda,Manual,White,None,0,Yes
400,2008,18.97,1800,Petrol,1,5979.11,Kia,Manual,Silver,None,1,Yes
401,2000,14.74,4000,Diesel,5,4958.56,Hyundai,Automatic,Gray,Full,0,Yes
402,2000,21.84,4000,Petrol,4,7895.98,Kia,Manual,Black,Full,0,Yes
403,2007,14.88,1200,Diesel,3,4652.17,Nissan,Manual,Red,Full,1,No
404,2013,5.0,4000,Petrol,2,7739.95,Toyota,Manual,Red,Full,1,Yes
405,2016,18.64,4000,Diesel,2,9620.4,Hyundai,Automatic,White,Full,0,Yes
406,2002,15.23,1000,Diesel,5,2999.6,Tesla,Manual,White,Full,2,Yes
407,2021,19.91,1800,Petrol,5,8117.31,Ford,Automatic,Silver,Partial,1,Yes
408,2021,27.99,1000,Diesel,2,8120.11,Ford,Automatic,Black,Full,0,Yes
409,1996,28.14,800,Petrol,4,3884.66,Chevrolet,Manual,White,None,0,Yes
410,2015,17.17,2500,Petrol,4,7357.97,Chevrolet,Manual,Red,Full,0,Yes
411,1995,13.87,1500,Petrol,1,6663.51,Honda,Manual,Black,Full,1,No
412,2022,20.92,1800,Diesel,3,8327.87,Tesla,Automatic,Black,Full,1,Yes
413,2009,16.15,1500,Petrol,4,6313.69,Hyundai,Manual,Silver,Partial,0,Yes
414,1995,19.96,2000,Diesel,3,5110.71,Volkswagen,Manual,Gray,Partial,0,Yes
415,1999,14.7,1000,Diesel,5,1471.29,Toyota,Automatic,White,Partial,0,No
416,2022,19.25,3000,Petrol,4,10100.01,BMW,Manual,Black,Full,0,Yes
417,2023,13.94,1500,Petrol,4,6715.2,Tesla,Manual,Silver,None,1,Yes
418,2010,23.92,3000,Petrol,4,7251.22,Volkswagen,Automatic,Red,Full,0,Yes
419,2013,15.05,1200,Petrol,1,6547.69,Volkswagen,Automatic,Silver,Full,0,Yes
420,1998,21.31,1800,Petrol,5,3426.82,Nissan,Manual,Silver,Partial,2,Yes
421,1997,11.68,1200,Diesel,2,3101.66,Toyota,Automatic,Gray,Partial,1,Yes
422,2011,21.91,2500,Diesel,1,8858.45,Toyota,Manual,Silver,Full,0,Yes
423,2011,13.17,1200,Petrol,1,5708.22,Chevrolet,Manual,White,Full,0,Yes
424,2006,19.31,3000,Diesel,4,6162.9,Kia,Automatic,Silver,Full,3,Yes
425,2022,23.12,4000,Petrol,1,14194.67,Chevrolet,Manual,Red,Full,1,Yes
426,2023,17.0,1000,Diesel,2,7317.48,Tesla,Manual,Black,Partial,0,Yes
427,2008,12.85,1200,Electric,1,8663.79,Kia,Manual,Blue,Partial,0,Yes
428,2015,20.48,2500,Petrol,1,9159.89,Nissan,Automatic,Gray,Partial,1,Yes
429,2000,13.8,1800,Diesel,4,3349.74,Nissan,Manual,White,None,1,Yes
430,1997,15.98,5000,Diesel,5,8066.2,Nissan,Manual,Blue,Full,0,No
431,2022,19.33,2500,Diesel,2,11175.52,Chevrolet,Manual,Gray,Partial,0,Yes
432,2003,24.8,1000,Petrol,4,2767.87,Chevrolet,Automatic,Gray,Full,1,Yes
433,1999,18.13,1500,Petrol,1,4085.21,Chevrolet,Manual,Silver,Partial,1,Yes
434,2018,18.11,800,Petrol,2,6145.02,Honda,Manual,White,Partial,1,No
435,2023,21.69,1800,Petrol,3,7864.8,Ford,Manual,Red,Partial,0,Yes
436,2011,18.25,3000,Diesel,1,11255.71,Nissan,Manual,Blue,Full,0,Yes
437,2008,21.18,800,Petrol,5,3493.36,Volkswagen,Automatic,Black,Full,1,Yes
438,2015,23.39,2500,Diesel,1,10181.84,Toyota,Automatic,Gray,None,2,Yes
439,1997,16.36,2500,Petrol,5,3879.13,Tesla,Manual,Red,None,2,Yes
440,2022,5.0,2500,Petrol,3,5013.52,Chevrolet,Manual,Red,Full,1,No
441,1995,13.91,800,Diesel,4,1112.71,Kia,Manual,Blue,Partial,1,Yes
442,2014,24.04,1200,Petrol,4,5014.68,Toyota,Manual,Black,Full,1,Yes
443,2023,17.83,1000,Diesel,4,6820.62,Volkswagen,Manual,White,Partial,0,Yes
444,2015,16.3,1800,Petrol,2,7007.8,Honda,Automatic,Red,Partial,0,Yes
445,2017,23.83,1000,Petrol,5,5044.26,Nissan,Manual,White,Full,0,Yes
446,1995,17.49,1800,Petrol,1,4835.33,Hyundai,Automatic,Red,Full,0,Yes
447,1997,7.54,1800,Petrol,2,3126.5,Volkswagen,Manual,Silver,Partial,1,Yes
448,2012,10.47,1500,Electric,2,9727.88,Tesla,Manual,Gray,Full,0,Yes
449,2019,20.09,2500,Petrol,1,10472.18,Nissan,Automatic,Red,Partial,1,Yes
450,2004,17.67,5000,Diesel,3,11852.06,BMW,Manual,White,Full,1,No
451,2016,25.27,2000,Petrol,4,8554.93,Tesla,Automatic,Black,None,0,No
452,2020,14.33,1000,Diesel,3,6609.52,Volkswagen,Manual,Blue,Full,0,Yes
453,1997,16.45,1500,Diesel,3,4271.3,Hyundai,Automatic,Black,Full,0,Yes
454,2002,13.58,2500,Electric,4,8813.4,Toyota,Manual,Red,Full,0,Yes
455,2008,15.4,4000,Diesel,3,7147.77,Kia,Manual,White,None,1,Yes
456,2018,8.54,4000,Electric,2,13643.1,BMW,Manual,Silver,Full,0,Yes
457,2012,16.07,1200,Diesel,1,4832.14,Kia,Automatic,Black,Partial,0,Yes
458,2009,17.74,800,Petrol,2,3166.99,Toyota,Automatic,Silver,Full,4,Yes
459,2016,17.32,4000,Electric,2,12765.97,BMW,Automatic,Blue,Full,1,Yes
460,2017,28.75,3000,Electric,5,12653.49,Hyundai,Automatic,Silver,Partial,0,Yes
461,1996,27.17,2500,Petrol,4,4509.78,Kia,Manual,Blue,Full,1,Yes
462,2021,14.25,2000,Electric,4,10767.86,Hyundai,Manual,Silver,None,2,Yes
463,2004,7.78,5000,Diesel,2,11069.21,Honda,Automatic,Red,Full,1,Yes
464,1996,17.5,2500,Electric,4,7342.58,Ford,Automatic,Silver,Full,2,Yes
465,2020,19.88,4000,Electric,5,13488.97,Hyundai,Automatic,Gray,Full,0,Yes
466,2011,13.7,2000,Diesel,1,6491.23,Chevrolet,Manual,Black,Full,0,Yes
467,2002,13.95,5000,Diesel,3,8148.13,BMW,Automatic,Black,Full,0,Yes
468,1995,25.91,1200,Petrol,4,3364.95,Kia,Manual,Black,Full,1,Yes
469,2003,16.71,1200,Petrol,2,3876.06,Volkswagen,Manual,Blue,Full,0,Yes
470,2005,21.31,1500,Petrol,4,4495.79,Nissan,Manual,Blue,None,0,No
471,2016,13.35,5000,Petrol,2,11171.2,Chevrolet,Manual,Red,Full,1,Yes
472,2010,17.72,5000,Petrol,3,9685.95,Ford,Automatic,Blue,None,2,Yes
473,2001,16.32,3000,Diesel,4,5890.38,Hyundai,Manual,Red,Full,1,Yes
474,2023,14.62,5000,Petrol,3,10677.72,Volkswagen,Manual,Silver,None,0,Yes
475,2004,23.78,4000,Diesel,2,10358.48,Hyundai,Manual,White,Partial,1,Yes
476,2017,11.06,3000,Diesel,5,5586.66,Ford,Automatic,Black,Full,0,Yes
477,2020,19.5,5000,Diesel,5,11146.68,Tesla,Manual,Black,None,1,Yes
478,1997,16.22,1000,Petrol,1,5065.0,Chevrolet,Manual,Red,Full,0,Yes
479,2012,20.07,1500,Petrol,2,7574.04,Hyundai,Manual,Blue,Full,0,Yes
480,2019,16.29,1500,Petrol,2,7453.51,Hyundai,Manual,Gray,None,0,Yes
481,2018,22.34,1000,Petrol,2,9472.04,Toyota,Automatic,Silver,Full,2,Yes
482,2007,13.3,3000,Diesel,5,6139.85,Tesla,Manual,Red,Partial,3,Yes
483,2022,23.79,1200,Diesel,5,7912.37,Kia,Manual,Black,None,0,Yes
484,2020,17.86,1000,Diesel,5,4916.43,Hyundai,Automatic,Gray,Partial,3,No
485,2001,11.36,2500,Petrol,4,1776.4,Chevrolet,Manual,Red,Partial,1,Yes
486,2019,21.4,800,Petrol,4,6245.42,Honda,Automatic,White,Partial,0,Yes
487,1998,17.01,2000,Diesel,5,4084.48,Ford,Automatic,White,Partial,1,No
488,2007,9.46,1200,Petrol,3,4297.54,Volkswagen,Manual,White,None,0,Yes
489,2014,19.66,1200,Diesel,4,4217.65,Hyundai,Manual,Silver,Partial,0,Yes
490,1995,23.03,1800,Diesel,4,7092.16,Kia,Automatic,White,Partial,2,No
491,2002,24.41,1200,Petrol,4,3324.4,Tesla,Automatic,Silver,Partial,0,Yes
492,2008,16.11,1500,Diesel,4,4885.05,Ford,Automatic,Gray,Partial,0,Yes
493,2010,18.73,1200,Diesel,1,6697.87,Toyota,Automatic,Red,None,0,Yes
494,2008,18.25,2500,Diesel,4,7359.57,BMW,Manual,Silver,Full,1,Yes
495,2006,25.45,1200,Petrol,3,4964.38,Honda,Manual,Black,Full,1,Yes
496,2013,13.95,5000,Diesel,1,12546.65,Volkswagen,Manual,Blue,Partial,0,Yes
497,2017,15.68,1500,Petrol,4,7699.64,BMW,Automatic,White,Full,2,Yes
498,2009,13.83,1000,Diesel,2,4450.77,Volkswagen,Automatic,Blue,None,0,Yes
499,2022,10.75,1000,Petrol,1,6484.65,Chevrolet,Manual,Red,None,0,No
500,1996,19.24,4000,Petrol,4,6098.83,Chevrolet,Manual,Silver,Full,0,Yes
501,1996,26.01,800,Petrol,3,3864.02,Toyota,Automatic,Silver,Full,0,No
502,2017,17.01,800,Petrol,5,3803.32,Honda,Manual,Blue,Partial,0,Yes
503,2016,13.59,5000,Petrol,4,11622.43,Chevrolet,Manual,Red,Full,1,No
504,2013,18.93,800,Petrol,2,5338.88,Hyundai,Manual,Blue,None,2,Yes
505,2019,20.95,1200,Diesel,3,6824.07,Chevrolet,Manual,Black,Full,0,Yes
506,2020,17.22,1000,Petrol,1,6470.42,Ford,Manual,White,None,0,No
507,2023,25.02,1200,Diesel,3,10302.79,Tesla,Manual,White,Full,0,Yes
508,2016,13.94,1800,Diesel,4,6274.46,BMW,Manual,Silver,Full,1,Yes
509,2020,16.57,4000,Petrol,2,10234.78,Tesla,Automatic,Gray,Full,1,Yes
510,2020,19.48,1000,Petrol,3,7014.74,Kia,Automatic,Red,None,0,No
511,2016,19.96,800,Petrol,3,4201.16,Volkswagen,Automatic,Red,Full,0,Yes
512,2011,18.24,2000,Electric,5,8079.95,Kia,Automatic,Silver,Full,1,No
513,2014,11.61,1200,Diesel,5,4618.49,BMW,Automatic,Red,Full,1,Yes
514,2004,29.69,2500,Electric,4,10833.01,Ford,Manual,Red,Full,1,Yes
515,2000,16.82,2000,Petrol,1,6813.55,BMW,Manual,White,Full,0,Yes
516,2009,18.55,2500,Diesel,1,9529.27,Chevrolet,Manual,Black,Full,0,Yes
517,2016,21.08,1800,Petrol,2,7853.83,Tesla,Manual,Black,None,0,Yes
518,2005,14.82,800,Diesel,4,4021.44,Honda,Manual,Silver,Full,0,Yes
519,2022,18.28,1200,Petrol,1,8997.42,Volkswagen,Automatic,Black,Full,1,Yes
520,1999,14.61,1200,Diesel,3,4147.26,Chevrolet,Automatic,Black,Full,0,No
521,1995,20.08,2500,Diesel,4,3326.41,Chevrolet,Manual,White,Full,0,No
522,2002,16.62,1200,Diesel,3,4253.85,Nissan,Automatic,Black,None,1,Yes
523,2015,19.34,1800,Petrol,2,7381.01,BMW,Manual,Black,Full,0,No
524,2022,12.77,1500,Diesel,4,7785.74,Chevrolet,Manual,Black,Full,0,Yes
525,2006,13.86,1500,Petrol,2,5319.96,Honda,Manual,Gray,None,0,No
526,2006,11.17,2500,Diesel,5,4493.04,Nissan,Automatic,Gray,Full,1,Yes
527,1999,14.45,800,Diesel,2,2872.79,Ford,Automatic,Blue,Full,0,Yes
528,2001,5.13,2500,Petrol,5,3047.57,Honda,Manual,Black,None,2,No
529,1998,16.46,3000,Diesel,4,5733.35,Hyundai,Automatic,Blue,Partial,2,Yes
530,2000,15.33,1200,Petrol,3,3861.46,Toyota,Manual,White,Full,0,No
531,2007,18.75,1200,Petrol,3,4798.85,Honda,Manual,Black,Partial,1,No
532,2014,18.22,1500,Petrol,3,6113.12,Kia,Manual,Red,Full,1,Yes
533,2009,24.29,2000,Diesel,2,6709.15,Kia,Automatic,Blue,Full,1,Yes
534,1997,30.97,2500,Diesel,4,7859.03,Tesla,Manual,Black,None,1,Yes
535,2017,23.69,800,Diesel,4,5717.16,Volkswagen,Manual,Gray,None,1,Yes
536,2002,15.73,1500,Diesel,5,3577.88,Volkswagen,Manual,Red,Partial,1,Yes
537,2014,15.53,2500,Diesel,4,7530.19,Chevrolet,Manual,Silver,Partial,0,No
538,2010,22.34,1000,Petrol,3,5854.69,Nissan,Manual,Blue,Full,0,Yes
539,2007,9.58,800,Diesel,4,2339.67,Toyota,Automatic,White,Partial,0,No
540,2012,16.42,800,Petrol,5,4465.5,BMW,Manual,Silver,Full,1,Yes
541,2022,16.81,5000,Diesel,4,13648.02,Chevrolet,Automatic,Red,Partial,0,Yes
542,2004,20.92,2000,Petrol,4,6185.12,Honda,Automatic,Blue,Partial,0,No
543,2013,21.07,1800,Electric,3,10512.2,Volkswagen,Manual,Blue,Partial,0,Yes
544,2011,14.28,800,Diesel,4,4611.63,Toyota,Manual,Black,Full,1,Yes
545,2018,15.93,5000,Diesel,2,12577.3,Volkswagen,Manual,Silver,Full,0,Yes
546,2013,20.23,1200,Petrol,5,4800.93,Chevrolet,Manual,Black,Full,0,Yes
547,2022,14.01,2500,Petrol,5,9544.98,Nissan,Manual,White,Full,0,Yes
548,2020,24.03,4000,Petrol,5,12316.91,Kia,Manual,Silver,Full,0,Yes
549,2017,21.05,4000,Diesel,4,9994.5,Chevrolet,Automatic,Blue,None,3,Yes
550,2020,18.86,2000,Diesel,2,9797.62,Honda,Manual,Red,Partial,0,Yes
551,1999,19.95,1200,Petrol,5,3410.93,Nissan,Manual,White,None,0,Yes
552,2020,15.67,800,Petrol,1,7109.74,Honda,Manual,Black,Partial,0,No
553,2015,14.87,1200,Petrol,3,7242.06,Ford,Automatic,Black,Full,1,Yes
554,2017,15.88,5000,Diesel,1,12971.93,Kia,Automatic,Gray,Full,0,Yes
555,2003,20.5,1000,Petrol,1,5564.77,Toyota,Manual,White,Full,0,Yes
556,2006,19.01,1800,Electric,5,8269.56,BMW,Manual,Silver,Partial,0,No
557,2015,15.89,3000,Petrol,1,8321.86,Tesla,Manual,White,Full,0,No
558,1995,21.75,1800,Diesel,1,5732.96,Tesla,Automatic,Silver,Full,1,No
559,2020,17.13,800,Diesel,2,5271.26,Hyundai,Manual,White,None,1,Yes
560,2020,14.53,1200,Petrol,3,7029.55,Chevrolet,Automatic,Gray,Full,0,Yes
561,1995,19.27,1800,Diesel,4,4205.85,Hyundai,Automatic,Gray,Partial,0,Yes
562,2009,12.93,2500,Petrol,5,6727.62,BMW,Manual,White,Full,0,Yes
563,1996,9.56,1800,Diesel,5,2773.44,Kia,Automatic,Blue,None,1,Yes
564,2016,17.97,5000,Diesel,1,15533.48,Tesla,Automatic,Silver,Partial,0,Yes
565,2010,14.71,1800,Petrol,4,3953.36,Nissan,Automatic,White,Full,1,No
566,2019,16.73,2500,Diesel,4,7988.38,Toyota,Automatic,Black,None,1,Yes
567,2002,13.17,3000,Diesel,4,6829.18,Ford,Manual,Black,Partial,1,Yes
568,2007,24.04,3000,Diesel,5,8477.88,BMW,Manual,Gray,None,0,Yes
569,2015,14.69,2500,Petrol,5,6089.63,Hyundai,Manual,Silver,None,2,Yes
570,1995,15.84,1200,Petrol,2,4537.03,Toyota,Manual,White,Full,1,Yes
571,2010,19.89,1000,Petrol,5,2823.02,Volkswagen,Manual,Silver,Full,1,Yes
572,2023,11.12,800,Electric,5,7078.82,Tesla,Automatic,White,Partial,0,No
573,2001,10.75,2000,Electric,2,8251.14,Honda,Manual,Blue,Partial,0,Yes
574,1999,19.9,4000,Petrol,5,7418.76,Hyundai,Manual,Red,None,0,Yes
575,2016,15.78,1200,Petrol,1,8247.5,Volkswagen,Automatic,Black,Full,0,Yes
576,2023,13.49,1800,Diesel,1,9561.19,Ford,Automatic,Gray,Full,1,Yes
577,2017,21.02,4000,Diesel,2,11034.3,Hyundai,Automatic,Silver,Partial,0,No
578,1997,13.94,4000,Diesel,2,8881.28,Volkswagen,Manual,Black,Full,1,No
579,2006,16.63,2500,Petrol,1,8096.09,Kia,Manual,White,Full,1,Yes
580,2020,13.52,1500,Petrol,4,7100.07,Hyundai,Manual,Black,Full,0,Yes
581,2010,19.52,1000,Petrol,5,5043.87,Tesla,Automatic,White,Full,1,Yes
582,2013,24.66,1000,Petrol,3,6066.57,Hyundai,Automatic,Silver,Partial,0,Yes
583,1999,8.69,1500,Diesel,3,4032.43,Volkswagen,Manual,Gray,Full,0,No
584,2016,18.56,800,Diesel,2,6570.83,Ford,Automatic,Gray,Full,1,Yes
585,2019,22.28,1500,Diesel,3,8580.99,Toyota,Automatic,Red,Partial,0,Yes
586,2023,15.89,2000,Petrol,4,9246.79,BMW,Manual,Blue,None,1,No
587,2008,12.34,2000,Diesel,3,5484.88,Chevrolet,Automatic,Blue,Full,1,Yes
588,2022,20.1,2500,Diesel,1,11403.23,Ford,Manual,Black,Partial,0,Yes
589,1999,23.01,1800,Petrol,2,5368.57,Nissan,Manual,Silver,Full,0,Yes
590,2009,22.45,4000,Diesel,3,9480.17,Tesla,Automatic,Silver,None,3,Yes
591,2011,19.83,1000,Diesel,5,4421.83,Honda,Automatic,Gray,None,0,Yes
592,2008,18.49,1000,Diesel,2,5308.57,Volkswagen,Automatic,Blue,Full,2,Yes
593,2014,13.5,1500,Petrol,4,5834.67,Ford,Manual,White,Partial,0,Yes
594,1999,22.33,1500,Diesel,1,4551.44,Kia,Manual,Blue,Full,0,Yes
595,2006,22.05,1500,Electric,3,9259.0,Chevrolet,Manual,Gray,None,0,Yes
596,2010,12.31,800,Diesel,1,4930.48,Hyundai,Automatic,Black,Full,1,Yes
597,2020,19.82,1500,Diesel,4,5136.96,Nissan,Manual,Blue,Partial,0,Yes
598,2020,21.26,1800,Petrol,3,8551.99,Hyundai,Manual,White,Partial,1,Yes
599,2010,22.41,4000,Diesel,2,12003.5,Toyota,Manual,Gray,Full,1,Yes
600,2015,17.63,1200,Diesel,2,7629.82,BMW,Manual,Black,Full,1,Yes
601,2001,13.71,1200,Diesel,5,2494.51,Toyota,Manual,White,Full,1,No
602,1998,15.49,1800,Petrol,4,3230.8,Volkswagen,Automatic,Red,Partial,0,Yes
603,1995,12.96,5000,Electric,3,12076.51,Volkswagen,Manual,Black,Partial,0,No
604,1999,17.74,2000,Diesel,1,5452.02,Hyundai,Automatic,White,None,1,Yes
605,2017,16.77,1200,Electric,1,10218.3,Hyundai,Manual,Blue,Partial,0,Yes
606,2020,28.73,800,Diesel,3,10117.69,Hyundai,Manual,Red,Partial,1,Yes
607,2004,22.47,5000,Diesel,4,11683.89,Chevrolet,Manual,White,Full,1,No
608,2016,22.85,3000,Diesel,4,8861.73,Kia,Automatic,Gray,Partial,1,Yes
609,1999,20.36,800,Diesel,1,5077.92,Honda,Automatic,Blue,Full,0,Yes
610,1998,16.16,1000,Petrol,3,4633.8,Nissan,Automatic,Red,Full,0,Yes
611,1996,16.62,1200,Petrol,3,3562.64,Ford,Automatic,Silver,Partial,1,Yes
612,2014,17.08,2000,Diesel,1,6959.04,Hyundai,Manual,Silver,Full,0,Yes
